"SID","day","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","day_sd","A_rude_sd","E_quiet_sd","C_lazy_sd","N_relaxed_sd","N_depressed_sd","E_outgoing_sd","A_kind_sd","C_reliable_sd","N_worried_sd"
"89",1,1.8,4,4,4,1,2,3.54,2,4,4.15862956516177,0.475830951430886,1.12294536345638,0.956970820684836,0.901121283033837,0.966417230884748,1.15591028259619,0.873293484135753,0.667975654117245,0.860662965823871
"93",1,1,2.01203773108735,1,5,1,2.97553307549225,3,4,1,2.17715410570772,0,1.02794292967395,1.23423390543824,0.650640709864771,0,1.11803398874989,0.799305253885453,0.768114574786861,0.613731754650732
"94",1,1.23809523809524,4,1,3,2,1,4.09523809523809,4,2,4.53849972986446,0.363365700135046,1.05505038416718,1.2214414402333,1.05313385145997,0.674199862463242,1.42417794825044,0.472169167718227,0.4903101471559,1.11599934832174
"95",1,1,1,5,3,1,5,4,2,4,4.1691454039185,1.13389341902768,1.5134861724141,1.21464787412982,1.30648251106708,1.36998076287238,1.5272564667635,1.28277147048983,1.18488011490594,1.30742479933315
"97",1,1,3,1,5,1,4,5,4,1,3.87000650575809,0.622399210873743,1.83627262766741,1.52505667840262,1.1937707704925,1.29647640311337,1.89332065973183,0.726805692768261,0.144337567297407,1.18032781838998
"10108",1,1,2,1,3,1,4,4,4,1,4.56836509896258,1.14722666995588,1.40240289181381,1.41100227475183,1.01401469735483,1.10670609788542,1.21814242506446,0.855720786539704,0.94185814971977,1.34254212404628
"10110",1,1,3,4,3,2,3,3,4,2,2.45319828350295,0.800169027973668,1.16774841624228,1.07871977994119,1.1037127426019,0.522232967867094,1,0.447213595499958,0.674199862463242,0.632455532033676
"10112",1,3,4,3,5,3,2,3,3,3,3.715439029171,0.82840895456978,0.978945010372561,0.810191493666933,0.992277876713667,1.03155347127648,0.939175852570371,0.571973641135539,0.83166499665831,0.858964791374194
"10121",1,1,4,3,5,1,3,3,3,1,3.2318130182013,0.463033476111609,0.967152839723182,0.945434373103789,0.895286804068094,0.812403840463596,0.720042733774558,0.56,0.706018086497463,0.908930055699472
"10123",1,1,2,3,2,1,3,3,4,3,4.00400868649124,0.850579125352162,1.1297310897359,1.27955261789455,1.15508640323159,0.823561242063752,1.08341902855906,0.882101817713406,0.81867681599961,1.20752247057106
"10129",1,1,4,2,3,2,2,2,2,2,4.03808400717216,0.645497224367903,1.28372862540082,1.22405037466923,1.14545834927856,0.793253868997984,1.19130923234685,0.576899037960716,1.02186970161309,1.05624157203899
"10132",1,1,4.99739530893639,2,5,1,1,3.2,3,1,3.42296168057235,0,1.211060141639,1.40830867828517,1.52752523165195,0.806225774829855,0.957427107756338,0.832666399786453,0.806225774829855,1.62788205960997
"10132",1,1,4.99068710779023,1,5,1,1,3,5,2,3.42296168057235,0,1.211060141639,1.40830867828517,1.52752523165195,0.806225774829855,0.957427107756338,0.832666399786453,0.806225774829855,1.62788205960997
"10134",1,1,4,2,3,1,2,3,4,1,3.94778168559941,0.199431008804366,1.11227431427577,1.3247417527437,1.04446593573419,0.716822148161496,0.8434823356733,0.291937104060571,0.38755338788159,1.16095912372336
"10139",1,1,2.98628336069858,2,2,1,3.97730419814235,3,4,2,2.8560712276032,0,0.669043382464133,0.746420027292179,0.943650459903555,0,0.601585207518238,0.597614304667197,0.511766315719159,0.966091783079296
"10141",1,1,2.00053868622053,1,5,1,5,2,5,1,3.75007507432359,0,1.37546061081075,0.661012055061734,1.0317773813011,0.164398987305357,1.25082555321058,0.750661084306402,0.314800093867678,0.494716832890033
"10143",1,1,4,3,4,2,3,4,2,2,4.18976207918698,0.682723304942135,1.04511747253644,1.03092285471181,0.960072461033428,0.618944090721944,0.821510332894931,0.765941686205071,0.805776248296536,0.982946374365981
"10144",1,2,3,1,3,1,5,3,5,3,3.61884195146752,0.850044420423523,1.04962229879515,1.17131432177631,1.18789532612606,0.565106769956727,1.31085847019281,0.604698087829359,0.989273912220329,1.0424830845188
"10148",1,1,3.98005023285198,1,2,1,3,4,5,1,1.41007237174808,0,1.67715994975912,1.7704527454797,1.20185042515466,0.772328445721233,1.38707483871172,1.07151675122144,1.11607080200484,0.964274111134126
"10153",1,1,3,2,4,4,4,3,4,2,4.01329899621047,0.2585466325172,1.10585760124972,0.979346464156248,1.09394496365587,0.964788894039982,1.09314617204614,0.517093265034399,0.737580610667542,1.11105869897348
"10160",1,1,5,4,4,2,2,4,4,1,3.16407901472071,0.69762912104681,1.26873425495121,0.859006250205281,0.655895898904262,0.706098788113603,1.09127594625887,0.877900939270256,0.729906523305233,0.847318545736324
"10167",1,1,4,2,5,2,3,4,4,1,4.42073038567804,0.557887170705776,0.861891607371335,0.861891607371335,1.12546286774228,0.774596669241483,1.06009882737862,0.673865890289187,0.985610760609162,1.16291915126588
"10188",1,1,4,3,2,3,2,3,4,3,4.31870440403932,0.670719388898954,0.964089518164064,1.1166288118178,0.533423905352893,0.932763801387438,1.03092285471181,0.686691135407437,0.82620136507523,0.662304569662001
"10193",1,2,4,2,2,2,2,3,4,2,4.01842348100935,0.33929995413271,0.777281587757401,0.522232967867093,0.331433982639808,0.501890365910663,0.609271795844943,0.465431329409134,0.464660188642293,0.667139983493538
"10200",1,1,2.00805846270793,2,3,1,4,3,4,2,3.69889418364708,0,1.61767831069194,0.702500173314209,1.22031860150433,0.476731294622796,1.50108186094122,0.680802514310915,0.467562529096076,0.611930449037204
"10204",1,1,5,5,5,1,1,3,5,3,2.64575131106459,0.968245836551854,1.751050105105,1.76568600232984,1.00366973710303,0.848874687627165,1.72353944988042,1.31695671910659,1.62245275468239,0.785905247993376
"10205",1,1,3.01114570410914,1,3,1,2.97715039065905,2,3,1,1.8511889651776,0,1.06513047274811,1.10023920844036,0.705036185874039,0,0.904827856717728,0.805960699769319,0.692482608982125,0.418853908291696
"10206",1,1,4,1,4,1,2,1,5,1,3.71762937052063,0.834103102770015,1.43145918250597,1.30569384442247,0.934558567188263,0.731820932788302,1.36534011415161,0.969455037057071,0.991069655052777,0.863352162158219
"10210",1,1,3,1,4,1,5,4,3,1,4.51001439965079,0.570980567775673,1.32222383206058,1.51657508881031,1.31131240743198,0.727932041794606,1.42594997574716,0.776819332832332,1.09806517403876,0.958926602970768
"10210",1,1,5,1,4,1,2,2,5,2,4.51001439965079,0.570980567775673,1.32222383206058,1.51657508881031,1.31131240743198,0.727932041794606,1.42594997574716,0.776819332832332,1.09806517403876,0.958926602970768
"10212",1,1,5,2,5,1,1,4,5,1,4.28165260379773,0.434701641636398,1.21784122729605,0.886500058060447,1.13275648526149,0.196039211763921,1.25401316564374,0.580130781925879,0.881175685227012,0.868173652097366
"10217",1,1,4,1,2,3,2,3,5,2,4.30186582854179,0.130067976808597,0.994844544882038,0.869771997297985,0.626110628448568,0.680956943827319,1.08236147016009,0.557921469673602,0.365231199928332,0.670888026500424
"10222",1,1.17142857142857,5,1,4,1,3,2.94285714285714,5,3,4.36181145043808,0.415364264865759,1.09026567646745,1.02720611114568,1.06023246896321,0.481892736590935,1.36006701789968,0.648751971772819,0.807260234144696,0.839863144563754
"10226",1,2,4,3,4,2,2,2,3,2,2.0910031975811,0.212397697621437,0.867897893330058,0.800432783369497,0.816496580927726,0.857864054457777,0.888843793949921,0.627837474335432,0.779887881829887,0.774317182792103
"10228",1,1,5,3,4,2,2,1,4,1,2.46846781087648,0.199637352376173,1.1060440015358,0.650640709864771,0.768114574786861,0.66332495807108,0.707106781186547,0.81204697515296,0.650640709864771,0.953939201416945
"10232",1,1,4,1,4,1,2,3,5,2,3.47420145610121,0.326321583914753,1.27772287980444,1.05349346692255,1.19974744817146,1.03901176824204,1.53987406017899,1.03527102770432,1.35749881410741,0.972150069472691
"10237",1,1,3,2,4,1,2,2,5,2,3.73828816266172,0.472353976981133,1.14959670347699,1.16354228335772,1.24393690847167,1.31369952866434,1.16224199356799,0.536315586760398,1.02734782249591,1.18415275278804
"10238",1,1,4,4,2,4,2,2,3,3,3.66792907560979,0.405279172582886,0.766356044734813,1.11269728052837,0.599823607228291,0.785954749158543,0.832539304250372,0.561083607686782,0.737326788914382,0.741798187018916
"10239",1,1,5,1,3,1,1,4,5,3,3.09159683893174,0.538381902058165,1.54579841946587,0.944089163069933,1.13890361720181,0.931532942621143,1.70038358843706,0.984349581896026,0.816496580927726,1.07592225353516
"10240",1,1,3,3,3,3,3,3,5,2,3.53883219909243,0.470121785023437,1.3228756555323,1.68126936172247,1.20138808606267,1.22746350930146,1.11504857891185,0.56465970257328,0.99666109251507,0.979795897113271
"10242",1,2,5,3,2,3,2,4,4,4,3.91482130190202,0.944386085965417,1.4606962838433,1.69125999194694,1.25860402195611,0.607757656775601,1.51568377219567,0.726483157256779,1.41315144163568,1.47959088574822
"10245",1,1,4,2,3,1,3,3,5,2,4.22296596700016,0.727589782898022,1.3840463921359,1.31314532682055,1.05174561143312,0.779610292256463,1.25860673329317,0.618939965393332,0.764258404658339,1.25201136877125
"10251",1,1,5,3,4,1,1.98313010147175,3,3,1,3.35329169882241,0.654869265533749,1.37260991217989,1.45898018780441,0.9469631093315,0,1.41357292199487,0.966841563388569,1.12931940514656,0.414851116999053
"10255",1,1,5,3,5,2,2,3,4,1,3.61562266735998,0.3,1.13618180363404,1.44599761096244,0.934198732993827,0.924416277737175,1.13618180363404,1.09544511501033,0.904534033733291,1.40129809949074
"10258",1,1,0.992542997206972,1,4,1,5,5,4,1,2.33057481050672,0,1.56524758424985,1.356271980176,0.812727700887249,0.307793505625546,1.53554379189983,0.222565953629863,0.827170191868511,0.745159820370595
"10259",1,1,5.03310927435614,5,3,2,1,3,5,1,4.68228678359298,0,1.84390889145858,1.55226409142382,1.06009882737862,1.08232553856433,1.67616341969505,1.10443660740679,1.09978352848359,1.18723367940933
"10260",1,1,3,1,4,1,4,5,5,3,3.25263540790759,0.615444646075449,1.36635847560988,1.62639518270394,0.608243107169621,0.176776695296637,1.35858975744419,1.21386372401463,1.06066017177982,0.919655440386375
"10267",1,1,5,1,4,1,5,5,5,2,3.86562025333839,0.520354908470393,0.992851945536184,0.679366220486757,0.608580619450184,0.192450089729875,1.32798070902132,0.589654396822671,1.01835015443463,0.893152169409445
"10269",1,2.08333333333333,2,2,4,2,4,3.72727272727273,4,2,2.12132034355964,0.239356776939084,0.996316746232607,0.485071250072666,0.685994340570035,0.5,1.21267812518166,0.369274472937998,0.485071250072666,0.612372435695794
"10280",1,1,3,2,4,2,2,3,5,2,4.24075162665468,0.26358852059334,1.28077500576199,1.07387388840828,1.11832062738779,1.03651289155465,1.27198613119354,0.784464540552736,0.767530171460747,1.18104690629619
"10280",1,1,4,1,4,1,2,3,5,1,4.24075162665468,0.26358852059334,1.28077500576199,1.07387388840828,1.11832062738779,1.03651289155465,1.27198613119354,0.784464540552736,0.767530171460747,1.18104690629619
"10287",1,1,4.00073067406021,1,1,2,2,3,4,4,4.21023163497783,0,1.55838744494796,0.884032015846721,1.06115522906315,1.07843646548326,1.41718148497098,0.746757697532158,0.919444479705276,0.654653670707977
"10289",1,2,4,3,3,2,3,4,4,3,4.27807045202073,0.192153784566105,0.832050294337844,0.606567826629378,0.615475319875547,0.623092153409155,0.645965485020249,0.406201920231798,0.520968173159909,0.794118437569764
"10293",1,1,4,1,3,2,3,3,5,4,3.55268412359298,0.384555749699976,1.09075492215778,0.753778361444409,0.952353266485733,0.46152152080364,1.11187136311643,0.549298897207581,0.77213632421435,1.1529445710581
"10301",1,1,4,3,3,1,3,3,3,2,2.53343653040584,0.503382225707634,1.54348726628258,1.65288418946726,0.802365782965103,0.235702260395516,1.47750009676741,0.594088525786005,1.14902629992028,0.704792186494566
"10316",1,1,5,1,5,1,2,3,4,1,4.1453020893253,0.508115949544805,1.29886828567388,1.06752416513035,1.13137084989848,0.857264230435584,1.20424087226409,0.976077493197785,0.924609085389233,0.98578126675361
"10320",1,2,2,1,4,2,2,3,4,2,3.97419561285435,0.613244140671867,1.58113883008419,1.35495292755779,1.42662413068629,1.39573526253259,1.27701575196598,0.859337848847319,0.986771477454607,1.29990137692965
"10320",1,1,3,2,4,2,3,3,3,2,3.97419561285435,0.613244140671867,1.58113883008419,1.35495292755779,1.42662413068629,1.39573526253259,1.27701575196598,0.859337848847319,0.986771477454607,1.29990137692965
"10322",1,1,5,1,5,1,1,3,3,1,3.67028407009535,0.353553390593274,0.94161546085085,0.839317247109546,0.956545742285762,0.446911730061918,0.944477520523718,0.159952478322899,0.361806831798078,1.23434870848681
"10323",1,2,2,1,1,2,4,2,3,4,2.06705763652765,0.394405318873308,1.42062726222673,1.32801971507819,1.04446593573419,0.467099366496914,1.2862913567872,0.447213595499958,0.646669790682863,1.03572548135463
"10330",1,1,5,5,5,1,2,3,5,1,3.54804010526778,0.22821867628434,1.41102480169237,1.22106141982743,0.747367753223644,0.164398987305357,1.31975063619676,0.874016247141915,1.05052539407841,0.762286744657862
"10331",1,1.4,3,3,3,1,4,4,5,1,4.52190436073332,0.761577310586391,1.32197543381829,1.46872150428284,0.995226703056239,0.218217890235992,1.32557265253281,0.836660026534076,1.10194633003868,0.956182887467515
"10332",1,1,3,4,3,3,3,2,3,4,3.48090026669347,1.06249183003395,1.12361025271221,0.910585891976516,1.04682058316281,1.02469507659596,0.885061203156784,0.788810637746616,0.655108133567785,1.13834675443528
"10338",1,1,4,2,3,1,3,4,5,2,4.37002687299744,0.521875836615678,1.06481101691663,1.01714856091357,1.08882257103486,1.02177549257785,1.10205956735876,0.601133738817093,0.81048337329814,1.17226867077389
"10365",1,1,5,1,4,2,3,3,5,3,4.06395414226591,0.433484862382202,1.38273268766403,1.11670499636961,1.15591028259619,0.800942840633628,1.36812572317368,0.750304776990689,0.976488095523346,1.26888253714903
"10367",1,1,5,2,2,1,2,4,4,4,4.38133295143984,0.19260300996833,1.01478511942793,0.882202098720257,1.02605572310084,0.826366047611802,0.826366047611802,0.574128680165385,0.657650188731871,1.18053596233704
"10380",1,1,5,3,4,1,1,3,4,2,3.68220758912156,0.449125716287748,1.51128161685225,1.21379029314207,1.13132978604169,1.14890242022388,1.63885033780784,0.792183301800754,0.854040067386484,1.35379193868202
"10381",1,1,5,5,4,1,1,4,5,2,4.88778847644578,0.544862367942584,1.34164078649987,1.4142135623731,1.56904581255767,1.24976188208185,1.48804761828569,0.686931583201704,1.27615493909299,1.52752523165195
"10389",1,1,5,1,4,1,1,4,5,3,4.30938795240263,0.461857065201805,1.15133895762666,1.16321345380461,0.929888942879092,0.894840744332031,1.09848059584606,0.766165009101049,0.627084262523339,1.06724240100116
"10390",1,1,2,1,4,1,5.00871179294147,3,4,2,5.00850725541416,0.203720338416627,1.2128538629009,0.932504808240314,1.134920031659,0,1.23944821757828,0.962744758674765,0.907896118682551,0.816496580927726
"10391",1,1,5.00570159951867,2,4,4,2,4,4,4,2.40991541504931,0,1.71771634752349,0.91687476825319,0.974961255922229,0.997248963150875,1.43924583425785,0.614983843856998,0.864437821507567,0.913873533463375
"10398",1,1,2,1,4,1,4,4,4,1,5.68624070307733,0.558290526239083,1.16774841624228,1.16774841624228,1.16450015288132,0.792961461098759,1,0.279145263119541,0.522232967867094,0.887625364598595
"10413",1,1,2,2,5,1,4,4,4,1,4.4811919263831,0.440059070260632,1.33670744248201,1.30141987601761,1.05835727432664,0.363499837870847,1.2681120250625,0.759079179796944,1.25800738574246,0.998497369549363
"10414",1,2,4,2,5,1,3,3,4,1,4.0068538841316,0.655537740888906,1.24450009554233,1.32655798876678,1.05113179420113,1.13050819567476,1.19245596124645,0.60067529565549,0.924596154426616,1.37619127995508
"10415",1,1,3,1,4,1,3,3,5,1,4.03916534842479,0.704691379487472,1.57851334300896,1.4732404439641,1.37678993601183,0.555718930226211,1.36316551128665,0.991223206023887,1.08186755461633,0.979426371964502
"10418",1,1,3,2,3,1,1,2,4,2,4.02601214408938,0.290465023181321,1.45019500037479,0.994700545629531,0.784023881070465,0.865109459156096,1.43793368308681,0.741134385376332,0.910358524267297,1.03301729691685
"10429",1,1,5,1,3,1,1,5,4,3,3.68525671036315,0.538300074882063,1.0667026811296,1.2985261694575,1.09459503830062,0.201940936523459,1.40651347019642,0.620895845910647,0.794484533366676,0.99444378409054
"10438",1,1,4,2,5,1,4,4,4,1,4.42827834748529,0.407389723182386,1.14160332224613,1.09681699421416,1.04773296259221,1.04803193048604,0.959061780464047,0.723262914642717,0.759649701621039,1.23949217509847
"10439",1,1.44444444444444,3,2,4,1,3,3.66666666666667,3,1,2.1136538192269,0.460043706228236,1.1509454047327,0.88273482950475,0.726731400270092,0.29424494316825,1.10096376512636,0.617213399848368,0.595800600015101,0.509647191437625
"10439",1,1,4,1,4,1,3,2,4,2,2.1136538192269,0.460043706228236,1.1509454047327,0.88273482950475,0.726731400270092,0.29424494316825,1.10096376512636,0.617213399848368,0.595800600015101,0.509647191437625
"10448",1,1,4,1,2,2,3,2,4,3,4.32953784591193,0.14118670641041,1.50969655012833,0.955328771274313,0.979170827896788,0.652780551931192,1.34011878852098,0.492014129628504,0.4314191105869,1.19112363346719
"10449",1,1,4,1,5,2,2,4,4,4,4.47037736891826,0.474547252399919,1.22417825333147,1.01332473177452,1.24997687305155,0.764014907517136,1.10041620248268,0.623758521723366,0.644481304392438,0.859726953621095
"10451",1,1,3,1,5,1,5,4,5,2,4.12310562561766,0.930949336251263,1.84842275106824,1.45716619962629,0.852447456836295,1.04083299973307,1.4,0.930949336251263,1.04083299973307,1.14455231422596
"10453",1,1,3,1,3,1,4,4,5,3,3.14130802245721,0.659380473395787,1.31131240743198,1.13258934335868,0.922889017125589,0.639683829949492,1.10432795395438,0.629128046545792,0.770132097938959,0.980265035707122
"10454",1,1,1,1,4,1,4,5,5,2,3.28828342479376,0.644343519738168,1.52321930277126,1.19213349336803,1.19213349336803,0.797162455397622,1.43753346502062,0.755928946018454,0.848063572298739,1.08618734832672
"10455",1,1,2,1,4,3,4,4.30769230769231,5,2,2.25092573548455,0.257539376818856,1.22279928657082,1.03279555898864,0.861891607371335,0.79880863671798,1.06009882737862,0.583660295599538,0.639940473422185,1.01418510567422
"10460",1,1,3,3,5,3,4,3,4,2,3.34037464467661,0.208298895225265,0.953462589245592,1.27456107301838,1.08711461300922,0.838783233173485,1.0137396037394,0.642824346533225,0.650326764931116,0.919700930939803
"10465",1,1,3,1,3,1,4.0114024355501,3,4,2,3.35788394906444,0.451260859854213,1.37672968130444,0.938902796640026,1.54720591837226,0,1.34736209512685,0.445176165334374,0.325812593608421,0.42966892442366
"10472",1,1,4,1,4,1,1.98217413892004,1,5,2,4.32193648828471,0.259742693576868,1.50937069108596,1.41978175980342,0.894492532504989,0,1.44224482471747,0.885498699054373,0.665155114773635,0.636875775913217
"10477",1,1,3,2,4,2,2,2,3,2,3.64558946957075,0.344739758149385,1.06965098317463,0.665237042399659,0.669014682321166,0.640532792341279,0.728868986855663,0.35921060405355,0.504016128774185,0.800705334226059
"10481",1,1,4,3,3,1,2,2,4,2,2.52341971515314,0.554700196225229,1.30045240996671,1.08803654782905,1.02899151085505,0.242535625036333,1.37198868114007,0.672252242036482,0.903424856082804,1.06757008311068
"10492",1,1,4,2,4,1,2,3,4,2,4.40673970625787,0.586588460085413,1.26004032193546,1.0920349456774,1.03954084156916,0.296144581080299,1.31829557603993,0.510346943156797,0.522671487524399,0.800705334226059
"10493",1,1,5,1,2,1,2,3,5,4,4.36992073332471,0.926658325475961,1.69997551269299,1.7900950625665,1.42496571521799,0.86669275797439,1.73151663614289,1.32466067274627,0.952138641480034,1.26176241952685
"10496",1,1,5,3,5,1,2,1,1,1,1.94000937204859,0.298142396999972,1.48323969741913,1.12006493318265,0.943879807448539,0.404519917477945,0.943879807448539,1.01105005920687,1.67332005306815,1.32801971507819
"10503",1,1,4,3,4,2,1,2,4,1,2.74303053650821,0.417239821716373,1.07549763211973,1.44115338424578,0.729906523305233,0.266880256341812,1.19590945735847,0.467571900119518,1.43023915677905,0.629294363562392
"10506",1,1,5,2,5,1,2,3,4,1,4.39227791278716,0.67401307762451,1.4142135623731,1.77408241664603,1.27733274731701,0.489360484929593,1.29269200955949,0.67401307762451,0.85224162622679,1.02083557106808
"10511",1,1,2,4,4,2,5,3,3,2,2.92051566760151,0.59947894041409,1.16946443247477,1.12459142907677,1.11803398874989,0.600245047998781,1.07443555632987,0.632455532033676,0.63593377383646,1.00366973710303
"10513",1,1,5,5,3,2,3,3,4,1,3.95354117278144,0.728345937640932,1.21474678682331,1.46462348445582,0.900541842312781,1.14976137503057,1.15135127398095,0.864616085676039,0.833739738299376,0.866025403784439
"10515",1,1,3,1,4,1,4,4,5,1,4.44026373417002,0.590243252205558,1.14714516473963,1.52356688026727,1.27783028667578,0.249637418228338,1.19013659752692,1.11426076882025,1.30476643846215,1.20385853085769
"10516",1,1,4,4,5,1,2,2,3,2,4.05791407827552,0.65734219812218,1.11200680743642,1.0983859125568,0.992444576064145,0.300537153518764,1.38346611618198,0.511593974809837,0.791079295401481,0.894427190999916
"10518",1,1,5,4,4,3,1,5,5,3,3.66375175511073,0.841625411530173,1.05003052458683,1.29099444873581,0.688737231721195,0.630425171956115,1.46322439872551,0.447213595499958,0.630425171956115,0.800640769025436
"10526",1,1,3,3,4,2,3,3,3,2,4.68703039975782,0.64733887497015,1.31897025731536,1.3554709835705,1.10805134257298,0.831903535311332,1.40971684649847,0.555492059863531,0.72811999708752,0.98036274465685
"10528",1,2,5,2,4,1,2,3,4,1,4.50293538275987,0.441982847189008,1.57594899092176,1.05928892340844,0.99124070716193,0.718231325400438,1.23783723275686,0.58617800296735,0.821229934093469,0.865109459156096
"10530",1,1,4,1,4,1,3,1,5,1,4.37585970389227,0.787390987947687,1.13618180363404,1.11705480967204,0.907135945101738,0.689995852229762,1.41540347723432,0.789509628258381,0.76629327754156,0.853592132472839
"10535",1,1,5,2,4,2,2,3,4,2,3.83007992020035,0.41733280085163,1.12021339430507,1.07805153956164,0.829340025591904,0.738323744179687,1.20517178210836,0.551513070259143,0.758689499134897,0.943527372384619
"10549",1,1,3,4,4,2,3,3,4,1,3.7288619932502,0.845484328654293,1.19742370504837,1.06412073618386,0.752446988556825,0.795206225564457,1.04670350878084,0.634305722818264,0.606339062590832,0.701888209634219
"10550",1,1,5,3,4,1,0.975375712504199,1,3,1,1.6111590031196,0.87287156094397,1.62788205960997,1.31497781983829,1.211060141639,0,1.35246688191122,1.01653004546513,1.16726175299288,0.632455532033676
