"SID","day","A_rude","E_quiet","C_lazy","N_relaxed","N_depressed","E_outgoing","A_kind","C_reliable","N_worried","day_sd","A_rude_sd","E_quiet_sd","C_lazy_sd","N_relaxed_sd","N_depressed_sd","E_outgoing_sd","A_kind_sd","C_reliable_sd","N_worried_sd"
"10143",1,1,5,2,3,2,2,1,3,3,55.71749629999,0.8304547985374,1.10943129109527,1.26272489216681,0.9613752775282,0.923065496524185,1.03632767239097,0.976205949800724,0.892132377090485,0.913358964991575
"10171",1,1,3,1,2,2,3,3,4,3,3,0.943879807448539,0.603022689155527,0.820199532264724,0.674199862463242,0.700649049745371,0.943879807448539,0.934198732993828,0.750757193529548,0.981649817214043
"10175",1,1,1,1,5,3,4,3,4,1,3.44099634415032,0.571771874896866,1.33119486630612,1.17790678216249,1.20894104965398,0.780824314226068,1.2345916426967,0.843527392286973,1.12089707663561,0.802417998224519
"10206",1,1,2,2,3,1,3,2,4,3,34.8815067363083,0.640945247904071,1.3228756555323,0.984638103630949,0.980293634456583,0.401217658828843,1.11694269128266,0.7858546733128,0.830074930499592,0.943527372384619
"10233",1,1,3,3,4,1,5,3,3,2,1.24316312101612,0.577350269189626,0.753778361444409,0.965307299163423,1.35680105059994,0.621581560508061,0.753778361444409,0.984731927834662,0.996204919895622,0.953462589245592
"10240",1,1,2,4,2,1,3,3,3,3,6.0188196912842,0.581039445826906,1.03573709152049,1.24296964764774,0.87891226666077,1.06656745570364,0.611832186419303,0.773492468153762,0.844371341865037,1.10074529825942
"10248",1,2,2,1,5,1,4,2,4,2,2.43386199496321,0.397359707119513,1.26802789276975,0.944513241388333,1.19097483291276,0.5871429486124,0.998683343734455,0.704776933728531,0.794719414239026,0.670820393249937
"10248",1,1,3,2,5,1,3,4,4,1,2.43386199496321,0.397359707119513,1.26802789276975,0.944513241388333,1.19097483291276,0.5871429486124,0.998683343734455,0.704776933728531,0.794719414239026,0.670820393249937
"10270",1,1,2,1,5,1,4,4,5,1,11.3521514486422,0.431145454288774,1.18577096547302,1.44327629773398,0.983512970162817,0.439546785833222,1.34091362146039,1.08199298022816,1.03544469951813,0.730061024335746
"10272",1,2,4,3,2,2,2,2,5,5,2.79954253828109,0.612372435695794,0.882227364772092,1.00980415601122,0.635563440342117,0.911070393045314,0.737790604012723,0.654653670707977,0.773642144332691,0.940338477997136
"10272",1,2,4,4,2,2,2,2,4,4,2.79954253828109,0.612372435695794,0.882227364772092,1.00980415601122,0.635563440342117,0.911070393045314,0.737790604012723,0.654653670707977,0.773642144332691,0.940338477997136
"10276",1,1,3,1,5,1,4,4,5,1,3.8755338788159,0.246182981958665,1.08347267777192,0.593109312122548,0.668311541278118,0.589767824619588,0.926124996899135,0.389249472080761,0.714059817469728,0.572768051751073
"10280",1,1,1.99784899705725,1,3,2,4,3,5,2,3.78879642564474,0,1.56531672520818,1.38639024883974,1.22386089807441,1.04135276655684,1.60895760936843,0.925820099772551,1.22031860150433,1.04860245067761
"10289",1,1,4,2,3,1,3,4,4,2,4.52288593435002,0.721484632331958,1.12131379763577,0.58125132889709,0.712281287672477,0.744850494990106,0.762837403353298,0.607810883967495,0.596363745975662,0.744850494990106
"10289",1,1,3,3,3,1,4,4,3,3,4.52288593435002,0.721484632331958,1.12131379763577,0.58125132889709,0.712281287672477,0.744850494990106,0.762837403353298,0.607810883967495,0.596363745975662,0.744850494990106
"10292",1,1.73333333333333,5,5,4,1,1,2.8,3,2,7.59885827337394,0.658280588604383,1.00366973710303,1.41940335435455,1.16631647405284,0.781213234429025,1.05718827974185,1.07238052947636,0.943242218283799,0.795206225564457
"10293",1,1,2,1,4,1,3.96087741986698,4,4,1,3.09697753322007,0.259499648053841,1.26197963240006,0.693888666488711,0.741798187018916,0,1.52405751950224,0.715167004829766,0.50787450018337,0.599823607228291
"10310",1,2,4,1,4,3,4,3,4,2,5.34334899160772,0.514008312631756,1.19312987442403,1.11915426356877,0.909432608373448,0.790371252508579,1.01770048919821,0.427826733953962,0.681844762905571,0.844041477083676
"10318",1,1,4,3,2,1,2,3,4,4,4.72536054265328,0.567220530688711,1.04624263720897,1.12546286774228,0.969425059628932,0.588418693737533,0.997847144973208,0.499274836456676,0.767624460154806,0.892019576428221
"10336",1,1,4,3,5,1,1,4,3,1,28.0863907497091,0.702469965398935,1.21613279660528,1.13964854178769,1.17723654627517,1.16634487196556,1.28107031077187,1.20456647477707,0.848067933139333,1.34677905159451
"10345",1,1,5,3,4,1,1,3,5,3,1.91400070345088,0.590986214629709,1.53392997769474,0.937595311059234,1.19503329458363,0.76696498884737,1.33944676902773,0.615366939791402,0.998364675929488,1.2313975269104
"10349",1,1,5,1,2,4,1,2,2,4,10.2188945807075,0.424554959434285,1.4730554888117,1.20750342282291,1.0983859125568,0.956022224963236,1.44653832243725,1.211060141639,1.22254801783569,0.950381926622983
"10360",1,1,4,1,3,1,2,3,5,3,4.66729319102562,0.935414346693485,1,1.20428086327933,1.10554159678513,1.29325736799875,1.05409255338946,0.874007373475126,0.83069758608784,1.11607080200484
"10372",1,2,4,1,3,3,2,2,4,2,7.25844442893588,0.794207206091015,1.1669956649395,1.47807475079716,1.03936495183626,1.21135927963087,1.22971112095231,0.832107575522167,1.13440684147601,1.1050772154804
"10397",1,1,3,4,5,1,4,3,4,2,8.69671309003111,0.472809484797696,1.1317407911431,1.08389352559427,0.830619122960775,0.798423806621881,1.13630147460128,0.645542362455743,0.584995965558977,0.783690341697888
"10411",1,1.93333333333333,4,3,4,2,1,3.66666666666667,4,2,5.11505060483848,0.403686713879665,1.08417646003371,1.01162829777814,0.524265010438033,0.848114523878724,1.06787212586198,0.430331482911935,0.535303379031311,0.7374684055082
"10412",1,1,2,1,2,2,5,4,4,4,4.30435506521854,0.624926031125843,1.00820807201863,0.770328886519643,1.13872880735639,0.578934223521839,1.0690449676497,0.696568087549032,0.755928946018454,1.05090228108783
"10412",1,1,2,1,4,2,3,3,4,2,4.30435506521854,0.624926031125843,1.00820807201863,0.770328886519643,1.13872880735639,0.578934223521839,1.0690449676497,0.696568087549032,0.755928946018454,1.05090228108783
"10413",1,1,2,2,3,5,3,4,3,2,20.0976262203591,0.726008721657373,1.18609199088133,1.33618167901091,0.980740570976697,1.21263810214084,1.17321428597812,0.80367937954802,1.03205280091991,0.806207714823472
"10422",1,1,5,2,3,1,2,3,3,3,15.8225540842509,0.727324270792607,0.84276666804842,1.00542168234527,0.768158569191845,0.721607243865428,0.880953988284288,0.538798098399378,0.771403383157903,0.816556562311162
"10437",1,1,2,2,4,1,5,4,4,2,13.4782589200127,0.61827288076951,1.30575058252392,1.39629520079738,0.994744669682768,0.588472686515629,1.2785486054449,0.809187021508591,0.926125325870593,0.984854474044896
"10440",1,1,5,3,4,1,0.994047748742078,1,4,1,1.66904592079256,0.353553390593274,1.35620268186054,1.38873014965883,1.06066017177982,0,1.19522860933439,1.19522860933439,1.69030850945703,0
"10441",1,1.15384615384615,3,4,3,2,2,2.76923076923077,4,4,4.15812978273205,0.28387687575088,1.09702470503777,1.18065210538049,0.800432783369497,0.857864054457777,0.971454035826165,0.628970902033151,0.796366206088088,0.922306538331671
"10445",1,1,3,1,4,2,4,4,5,2,6.50519869511248,0.462702047157335,1.39430808591023,1.30217793157413,0.939281733402181,0.691366343832015,0.909803735525855,0.562600267023017,0.596108976571973,1.2190257419795
"10447",1,1,0.990392456638165,1,5,1,5.00881926848828,5,5,1,3.55797121393065,0,1.51815835959389,0.976449411620209,0.441809003071684,0,1.55190476782836,0.334932063528542,0.229243435135126,0.373683876611822
"10449",1,2,4,1,4,2,3,4,5,1,159.428815662921,0.476466370293017,1.50079128834774,0.781398391605935,0.671847799955347,0.32670940009765,1.21928570113242,0.637823001951311,0.583196016660726,0.6365897382135
"10450",1,1,4,3,5,1,2,3,4,1,8.01087977332627,0.668934345126333,1.07244094552401,1.41185544640908,1.21944324851832,0.613316377489387,1.14644146237686,0.773518496942179,1.14708716305457,1.0970155738168
"10450",1,1,5,3,4,1,2,2,3,2,8.01087977332627,0.668934345126333,1.07244094552401,1.41185544640908,1.21944324851832,0.613316377489387,1.14644146237686,0.773518496942179,1.14708716305457,1.0970155738168
"10454",1,1.25,5,1,3,1,1,4.16666666666667,4,4,3.26343377441614,0.532290647422377,0.946484724300046,1.20415945787923,0.442530601578392,0.894427190999916,1.20415945787923,0.714920352984241,0.966091783079296,1.08781125813871
"10454",1,1,4,5,3,1,3,5,2,4,3.26343377441614,0.532290647422377,0.946484724300046,1.20415945787923,0.442530601578392,0.894427190999916,1.20415945787923,0.714920352984241,0.966091783079296,1.08781125813871
"10459",1,1,2,2,3,1,3,3,4,2,6.79421933421466,0.7832260674303,0.995226703056239,0.823198443666944,0.848182715818897,0.960260444931541,1.06687269072619,0.845386089667654,0.666666666666667,0.849764745150163
"10471",1,1,1,3,5,2,5,3,4,2,1.54954796669832,0.784464540552736,1.28388147753274,0.828741930164745,0.726273039202563,1.09945041215655,0.94053994312596,0.61394061351492,0.611249845502127,0.611249845502127
"10471",1,2,3,3,4,1,3,3,4,2,1.54954796669832,0.784464540552736,1.28388147753274,0.828741930164745,0.726273039202563,1.09945041215655,0.94053994312596,0.61394061351492,0.611249845502127,0.611249845502127
"10476",1,1,3,3,4,1,3,4,4,2,1.42222616792382,0.864566219253764,1.11464085804543,0.717740562565273,0.965307299163423,0.577350269189626,0.90033663737852,0.828775414010748,0.753778361444409,0.674199862463242
"10479",1,1,3,2,3,1,4,3,4,2,4.87579053419375,0.543557306504609,1.44337567297406,1.42243921955679,1.05198225587063,0.33166247903554,1.44337567297406,0.492365963917331,0.957427107756338,1.12101144805335
"10486",1,1,4,1,4,1,3,3,3,2,4.25999541967004,0.457905469889625,1.30430805877872,1.27690555832373,0.94546413947034,0.656115694735348,1.03652797545577,0.626047509276227,0.869538705852482,1.1229317030684
"10486",1,2,2,2,4,1,3,4,3,2,4.25999541967004,0.457905469889625,1.30430805877872,1.27690555832373,0.94546413947034,0.656115694735348,1.03652797545577,0.626047509276227,0.869538705852482,1.1229317030684
"10493",1,1,3,1,2,4,3,3,5,4,4.07139390296375,0.75457139518446,1.4817832201341,1.78877893951906,1.46805847346469,1.25387388923068,1.5481476459315,1.00715146178996,0.742937961820978,1.72971177772717
"10493",1,2,4,1,3,3,1,3,5,3,4.07139390296375,0.75457139518446,1.4817832201341,1.78877893951906,1.46805847346469,1.25387388923068,1.5481476459315,1.00715146178996,0.742937961820978,1.72971177772717
"10494",1,1,1,1,2,1,5,5,5,2,11.4621412405441,0.409267638593622,1.5466238891681,0.870388279778489,1.37551643194309,1.14647020868139,1.66059500106912,1.33510299228187,1.61667447670716,1.24163870214595
"10497",1,2,4,2,4,2,5,4,5,2,3.97492138287036,0.6,0.786245393106897,0.934198732993828,0.80903983495589,0.924416277737175,1.20604537831105,0.871779788708135,0.924416277737175,1
"10530",1,2,3,2,3,1,5,3,5,3,4.93089499890193,0.595729483088823,1.38309116708574,1.21397095937097,0.770026737503698,0.665685552571152,1.5728081542884,0.878102402790947,0.711254070597263,0.682555750793425
"10536",1,1.75,5,4,5,2,2,3.5,4,2,2.06458228220626,0.605530070819498,1.40830867828517,1.12546286774228,1.03279555898864,0.403112887414928,1.54919333848297,0.516397779494322,0.894427190999916,0.447213595499958
"10542",1,1,2,1,4,1,1,3,5,1,3.99386784860952,0.447734520074341,1.23416891288261,0.748140892485441,0.938387132255219,0.458626951810419,1.29753640142097,0.955904238798486,0.783633840792329,0.9369613723045
"10542",1,1,5,1,4,1,4,4,5,1,3.99386784860952,0.447734520074341,1.23416891288261,0.748140892485441,0.938387132255219,0.458626951810419,1.29753640142097,0.955904238798486,0.783633840792329,0.9369613723045
"10543",1,2.09756097560976,4,4,4,1,1,2.8780487804878,2,3,7.42300546281694,0.415871377011324,1.02740233382816,0.863397096042456,0.687551650952329,0.330289129537908,1.06363204695662,0.713350670849118,0.596284793999944,0.679423403788949
"10545",1,1,2,2,5,2,4,4,4,1,6.03403467574434,0.19296124624699,1.11007635032285,1.00706722574172,1.00706722574172,0.755300419306289,0.887012277334335,0.482403115617475,1.04168439701223,0.778421297442494
"10547",1,1,2,1,5,1,5,5,3,2,4.07041157342521,0.621388509904494,1.41581244763487,1.13493808842379,1.0043269885098,0.194183909345154,1.58375996474929,0.75971998757924,0.773573713095759,0.798518613350541
"8",1,1,1,1,1,3,2,3,5,3,4.20930962586824,0.471091191064961,1.50123275629847,0.99044056654412,0.904534033733291,0.800369893345172,1.1288546834761,0.561204210704942,1.03913893448305,0.828917121357943
"17",1,2,1,1,4,1,4,3,5,2,14.1123395568288,0.525020584697678,1.38821692291188,1.2869125776523,0.966639204589105,0.580528550318121,1.41654954580515,1.00916679055523,0.996947788670818,0.831603632976998
"19",1,2,2,2,4,2,4,4,4,2,3.63872726849015,0.4152273992687,1.15736588783294,0.847140518936221,0.490240894309911,0.403763804821623,1.19311751800261,0.660382825846818,0.562108874289156,0.582662679703555
"36",1,1,1,1,5,1,5,3,5,1,2.38646979767985,0.50709255283711,1.40746310109799,0.899735410842437,1.18321595661992,1.19522860933439,1.12546286774228,0.681385143869247,1.18723367940933,1.24594580635795
"46",1,1,2,2,4,1,4,4,4,2,4.4407921501276,0.312984318574381,1.25229947227249,0.609449400220044,0.894427190999916,0.624245576422084,1.00790526135794,0.446071285599886,0.58554004376912,0.792824967172092
"51",1,2,2,1,5,1,4,5,5,2,4.13504714302481,0.519233026944168,1.06269869460133,1.06715210272872,1.01598189505571,0.638048817321336,1.10975527032407,0.702847063018687,0.922223854767223,1.02754886486133
"52",1,1,4,4,3,2,3,3,3,3,4.15363131021814,0.377401606765413,0.633744943223395,0.707106781186548,0.571428571428571,0.347586430302755,0.698686814893571,0.487950036474267,0.504672049504448,0.503457433905889
"61",1,2,2,3,4,4,4,4,4,2,6.62415464635006,0.552609452563562,1.36578193845628,1.14478148672085,1.04557946116404,0.598539097998721,1.26498602101979,0.716129242171256,0.755719865957474,0.895716029815402
"68",1,1,3.0405244376396,1,3,1,3,4,4,2,4.16853291538722,0,1.25432584814845,0.9,1.19023807142381,0.650640709864771,1.08012344973464,0.273861278752583,0.971253485622231,1.06770782520313
"88",1,1,2,2,2,2,2,3,4,2,3.84018691903435,0.824525255667285,1.0538842141141,0.967863055024125,0.877924249660694,0.751809411556112,1.18455141523531,0.66534783913046,0.875670268407197,0.949308048396825
"89",1,1,4,2,4,2,4,4,4,2,5.30842451588937,0.43528617698962,1.40272399414523,0.935939667447121,0.777792181470063,0.579181056065182,1.31731913505015,0.526124746186338,0.649817322740829,1.0494431444774
"91",1,1,3,1,3,1,3,3,3,2,4.88100408863197,0.610824083190947,1.14360773894653,0.927550578730616,0.63088930009964,0.199885812151697,1.14227602642616,0.751012048653164,0.581291272409104,0.597113809139806
"92",1,1,5,3,5,1,1,1,5,3,2.50249875124844,0.572518801243922,0.910585891976516,0.727438428093173,0.834166250416147,0.704154339142587,0.629152869605896,0.730296743340221,0.442530601578392,0.894427190999916
"94",1,1,2,1,4,1,3,3,4,1,3.11399577664609,0.858116330321033,1.04446593573419,0.621581560508061,0.753778361444409,0.866025403784439,1.21543108701099,0.792005509622709,0.288675134594813,0.90033663737852
"102",1,1,3,2,3,1,3,3,3,4,5.92653436029941,0.845154254728517,1.08232553856433,0.925820099772551,0.833809387832792,0.632455532033676,0.833809387832792,0.937614461876991,0.50709255283711,0.833809387832792
"10107",1,1,3,2,3,2,4,4,4,3,3.94321100671499,0.949577995514438,1.09594112821891,1.0215078369105,0.769669607265238,0.575779245136914,1.31601066028016,0.60513727631704,0.750603621828092,0.868114732282431
"10111",1,1,2,2,3,3,3,3,4,2,5.03085716449233,0.221842159993961,0.841006960311689,0.958079024880212,0.702025991570463,0.385596484274233,0.730045911547372,0.577547552731754,0.359681288602325,0.750180353495453
"10118",1,2,4,1,2,2,2,3,4,4.02136334799568,9.51553753318511,0.369274472937998,0.797724035217466,0.753778361444409,0.778498944161523,0.492365963917331,0.452267016866645,0.5935256753273,0,0.738548945875996
"10121",1,1,3,1,3,1,3,4,4,2,5.15205306588071,0.597127161131401,1.19301316978499,0.956736074026644,1.07089934019281,0.67846699279881,1.03573709152049,0.382901758436491,0.875897121353739,0.685256681526506
"10124",1,1,2,1,2,1,3,4,5,3,4.37471876252722,0.427452979148252,1.17317027852544,0.890095799001976,0.765500057586053,0.682422510686589,1.1431374742454,0.577350269189626,0.976041497494301,0.718291047546541
"10132",1,1,4,2,2,1,3,4,5,4,4.7908931322699,0.524064761879555,1.30790979020866,1.18932449467048,1.20164943001568,0.735898018559506,1.35703570097467,0.861986045722286,0.802472026090009,1.34703108858823
"10133",1,1,2.00988577368229,1,5,2,4,4,4,2,1.50755672288882,0,1.1037127426019,1.43336856898198,0.646669790682863,0.467099366496914,1.12006493318265,0.649786289653931,0.603022689155527,0.687551650952329
"10136",1,1,3,4,4,2,2,4,4,2,4.04450267030926,0.443769023582719,1.06756052587698,0.951652732470853,0.813848681405651,0.640160710626759,0.713293879906405,0.38927435935882,0.599876644735538,0.642324640326656
"10139",1,1,3,1,2,1,3,3,3,3,6.94768092749446,0.646158625451295,1.12674710237787,0.99071076688057,0.838273644284909,0.717590404492841,0.896095529351664,0.596666727409356,0.653799487273455,0.970401216315133
"10141",1,1,3,2,4,2,4,3,4,1,4.08941723639608,0.199204768222399,1.25432584814845,0.978093383408081,1,0.714142842854285,1.4456832294801,0.888640838405787,0.645497224367903,0.637704215656966
"10143",1,1,5,1,3,1,2,1,3,3,55.71749629999,0.8304547985374,1.10943129109527,1.26272489216681,0.9613752775282,0.923065496524185,1.03632767239097,0.976205949800724,0.892132377090485,0.913358964991575
"10149",1,2,1,2,5,3,4,4,5,1,4.59794966709523,0.677013528201986,1.19370219272854,0.79506737584442,0.79506737584442,0.606521119061709,1.11500818079656,0.916876253672279,0.919426639458171,0.854242196177249
"10155",1,3,3,2,5,1,4,4,3,1,2.66559807649486,0.764601454756257,1.06351028723475,1.25518866131693,0.90267093384844,0.572394381205238,1.05003052458683,0.501919392854148,0.847318545736324,0.735738092877174
"10161",1,1,5,3,2,4,1,2,3,1,3.18342748092615,0.686594798817438,1.25131509768092,1.29269200955949,1.05006265477226,0.911909506128991,1.21828179265546,0.887852042853988,1.28144655103437,1.30887657735053
"10171",1,1,3,1,2,2,2,3,4,3,3,0.943879807448539,0.603022689155527,0.820199532264724,0.674199862463242,0.700649049745371,0.943879807448539,0.934198732993828,0.750757193529548,0.981649817214043
"10175",1,2.16666666666667,5,2,5,2,1,2.83333333333333,4,1,3.44099634415032,0.571771874896866,1.33119486630612,1.17790678216249,1.20894104965398,0.780824314226068,1.2345916426967,0.843527392286973,1.12089707663561,0.802417998224519
"10200",1,1,1,1,5,2,3,4,5,1,29.2959659883132,0.786357099492785,1.42886901662352,0.896854406292881,1.35132784938435,0.637022057270606,1.22696160600432,0.428456391278101,0.850191794218529,0
"10204",1,1,1,5,5,1,5,2,1,3,4.03065178924623,0.429357457239253,1.65482976117229,1.48272099144159,1.39504618065276,0.859337848847319,1.4681228202656,1.14663970308709,1.05538910068569,1.28002403823582
"10217",1,1,2,1,4,1,3,3,4,2,4.34559668242645,0.621260744197395,1.11803398874989,1.34848843251679,0.93330200448673,0.940324691963255,0.93330200448673,0.355409326655455,0.753937034925052,1.1697953037312
"10222",1,1,3,3,1,3,2,3,2,3,6.8773448612401,0.363380088291623,1.2410642682951,1.18852048512879,0.899686449646807,0.57628110110697,1.31313720711103,0.637022057270606,0.783148133544945,0.923533414959979
"10227",1,1,2,1,4,2,4,4,5,2,8.91789378744392,0.424023711019739,0.984314737270571,0.774207717838983,0.736223637105244,0.79684907304295,1.16064753327627,0.333487761571098,0.673658118814119,0.630092563025857
"10233",1,1,3,3,5,1,4,4,4,2,1.24316312101612,0.577350269189626,0.753778361444409,0.965307299163423,1.35680105059994,0.621581560508061,0.753778361444409,0.984731927834662,0.996204919895622,0.953462589245592
"10236",1,2,4,2,5,1,2,3,5,2,7.30295404033053,0.491056487602509,1.29817194209254,0.98492153115627,1.06148978486855,0.646254406123077,1.08734360665607,1.13842763679368,1.1718529927511,1.01591405992426
"10245",1,1,4,3,2,1,3,3,3,4,4.1874696369985,0.664046463281153,1.31268322717324,1.20684323266748,1.14275209601259,0.867721831274625,1.4473776151317,0.901792449750764,0.890912728720427,1.28551507949454
"10248",1,1,3,3,5,1,3,2,3,3,2.43386199496321,0.397359707119513,1.26802789276975,0.944513241388333,1.19097483291276,0.5871429486124,0.998683343734455,0.704776933728531,0.794719414239026,0.670820393249937
"10267",1,1,3.97794623084381,2,3,1,3,3.14285714285714,5,2,5.84201734563213,0,0.856348838577675,0.602079728939615,0.403112887414928,0.774596669241483,0.885061203156784,0.804747816162957,0.79320026895272,0.885061203156784
"10268",1,1,3,1,2,1,4,3,5,4,8.69474106385507,0.404061017820884,1.32054623718067,1.37536381214701,1.156476728536,0.660273118590334,1.25061561195557,1.1172731625381,1.20956776874722,1.32891303410598
"10270",1,1,4,1,3,1,1,3,5,2,11.3521514486422,0.431145454288774,1.18577096547302,1.44327629773398,0.983512970162817,0.439546785833222,1.34091362146039,1.08199298022816,1.03544469951813,0.730061024335746
"10272",1,1,5,3,3,1,2,2,3,2,2.79954253828109,0.612372435695794,0.882227364772092,1.00980415601122,0.635563440342117,0.911070393045314,0.737790604012723,0.654653670707977,0.773642144332691,0.940338477997136
"10274",1,1.37142857142857,5,1,4,1,1,4.01428571428571,5,1,9.52984599267226,0.614324046848967,1.45155895897178,1.12373515454635,0.768077252644304,0.205048559151555,1.38209145129474,0.456764953690557,0.745347089484592,0.777966403385739
"10275",1,1,3,1,3,1,3,3,5,1,5.07051722485352,0.484234198111502,0.73688205913981,0.591403799536561,0.742433653243573,1.02904674241146,0.804876442043449,0.733437819097678,0.747621025699273,0.695048046856916
"10276",1,1,5,2,3,2,4,3,4,2,3.8755338788159,0.246182981958665,1.08347267777192,0.593109312122548,0.668311541278118,0.589767824619588,0.926124996899135,0.389249472080761,0.714059817469728,0.572768051751073
"10287",1,1,4,1,1,3,1,3,5,5,4.29538035541217,0.458831467741123,1.4926721593969,0.772328445721233,1.06787212586198,1.1697953037312,1.08417646003371,1.28259959784613,0.692482608982125,1.06787212586198
"10293",1,1,3,2,5,1,4.02381615432858,3,4,1,3.09697753322007,0.259499648053841,1.26197963240006,0.693888666488711,0.741798187018916,0,1.52405751950224,0.715167004829766,0.50787450018337,0.599823607228291
"10308",1,1,2,1,2,1,5,5,5,4,8.41791458199195,0.311894716708698,1.52467170335439,0.850846524633869,1.16263063193781,0.58433728992719,1.35619367566351,0.462462774051782,0.6376255542787,1.30750752326425
"10311",1,1,4,3,2,2,2,3,4,3,4.23487126314185,0.469402794038177,1.22866406499718,0.976158089340356,0.972704398136374,0.780778703997096,0.820998454041456,0.790904331140593,0.796023772354725,0.913309703980318
"10318",1,1,5,2,2,2,1,3,4,3,4.72536054265328,0.567220530688711,1.04624263720897,1.12546286774228,0.969425059628932,0.588418693737533,0.997847144973208,0.499274836456676,0.767624460154806,0.892019576428221
"10319",1,1,3,2,4,2,3,4,5,2,2.86435777348875,0.890723542830247,1.21543108701099,0.90033663737852,0.852802865422442,0.65133894727893,1.37895436890245,0.833195580901062,1.04446593573419,1.26730446462585
"10322",1,1,4.99421047162898,2,3,1,2,3,4,2,95.7369622145278,0,0.994490316197694,1.01634985756236,0.534522483824849,0.534522483824849,1.07161170596054,0.392232270276368,0.474631146549323,1.20438758319299
"10326",1,1,3,3,3,4,3,3,5,5,1.71269767715535,0.530548283836148,0.75,0.813941029804985,0.885061203156784,1.23827837473378,0.997914491994847,0.769800358919501,0.577350269189626,0.997914491994847
"10336",1,1,2,1,1,1,3,2,2,5,28.0863907497091,0.702469965398935,1.21613279660528,1.13964854178769,1.17723654627517,1.16634487196556,1.28107031077187,1.20456647477707,0.848067933139333,1.34677905159451
"10349",1,1,5,1,1,2,1,3,5,4,10.2188945807075,0.424554959434285,1.4730554888117,1.20750342282291,1.0983859125568,0.956022224963236,1.44653832243725,1.211060141639,1.22254801783569,0.950381926622983
"10352",1,1,2,1,5,1,5,3,5,1,4.70940491183928,0.339031751810405,1.51338117493418,0.851311448763435,1.11007119794909,0.850047437006483,1.31329021270841,0.909717652294684,0.838585598762352,1.14816356408505
